,iteration,smart_agent,strategy,agent,money
534,44,retail,Dumb,Wholesale,-1379.510746922303
535,44,retail,Dumb,Regional Warehouse,-3243.3664236445447
536,44,retail,Dumb,Factory,219.0633051842805
537,44,retail,Dumber,Retail,-4711.032143495317
538,44,retail,Dumber,Wholesale,-1150.6124394148083
539,44,retail,Dumber,Regional Warehouse,-3134.2654625452687
540,44,retail,Dumber,Factory,-4711.032143495317
541,45,retail,Smart,Retail,11808.20346717731
542,45,retail,Smart,Wholesale,1452.266889068326
543,45,retail,Smart,Regional Warehouse,6028.589667431567
544,45,retail,Smart,Factory,11808.20346717731
545,45,retail,Dumb,Retail,6190.948728465602
546,45,retail,Dumb,Wholesale,356.8810260776914
547,45,retail,Dumb,Regional Warehouse,3725.5639703775473
548,45,retail,Dumb,Factory,6190.948728465602
549,45,retail,Dumber,Retail,6112.822296851407
550,45,retail,Dumber,Wholesale,448.3548035295954
551,45,retail,Dumber,Regional Warehouse,3807.1329623072015
552,45,retail,Dumber,Factory,6112.822296851407
553,46,retail,Smart,Retail,875.5192384760103
554,46,retail,Smart,Wholesale,2813.571193410317
555,46,retail,Smart,Regional Warehouse,1950.8592255875606
556,46,retail,Smart,Factory,875.5192384760103
557,46,retail,Dumb,Retail,-395.9408935857907
558,46,retail,Dumb,Wholesale,-2487.9623851910246
559,46,retail,Dumb,Regional Warehouse,-2823.3466518853884
560,46,retail,Dumb,Factory,-395.9408935857907
561,46,retail,Dumber,Retail,-3826.505225203232
562,46,retail,Dumber,Wholesale,-2331.268518231252
563,46,retail,Dumber,Regional Warehouse,-2767.1430508775643
564,46,retail,Dumber,Factory,-3826.505225203232
565,47,retail,Smart,Retail,1987.7871613030545
566,47,retail,Smart,Wholesale,159.37124495056486
567,47,retail,Smart,Regional Warehouse,7000.256363558769
568,47,retail,Smart,Factory,1987.7871613030545
569,47,retail,Dumb,Retail,67.21012920148229
570,47,retail,Dumb,Wholesale,-3716.095974721139
571,47,retail,Dumb,Regional Warehouse,80.58244079490913
572,47,retail,Dumb,Factory,67.21012920148229
573,47,retail,Dumber,Retail,-2831.015397421945
574,47,retail,Dumber,Wholesale,-3616.9747225920055
575,47,retail,Dumber,Regional Warehouse,278.9767606015955
576,47,retail,Dumber,Factory,-2831.015397421945
577,48,retail,Smart,Retail,1239.7463504688162
578,48,retail,Smart,Wholesale,1802.7659673344974
579,48,retail,Smart,Regional Warehouse,1758.02712668539
580,48,retail,Smart,Factory,1239.7463504688162
581,48,retail,Dumb,Retail,525.6020914279168
582,48,retail,Dumb,Wholesale,94.5948478836886
583,48,retail,Dumb,Regional Warehouse,-149.467473925472
584,48,retail,Dumb,Factory,525.6020914279168
585,48,retail,Dumber,Retail,-383.78269183117993
586,48,retail,Dumber,Wholesale,177.1938338331547
587,48,retail,Dumber,Regional Warehouse,-105.72782861783116
588,48,retail,Dumber,Factory,-383.78269183117993
589,49,retail,Smart,Retail,352.3388721308911
590,49,retail,Smart,Wholesale,-344.2199636604803
591,49,retail,Smart,Regional Warehouse,188.67951517686654
592,49,retail,Smart,Factory,352.3388721308911
593,49,retail,Dumb,Retail,-840.0326073092814
594,49,retail,Dumb,Wholesale,-6095.879786511352
595,49,retail,Dumb,Regional Warehouse,-6079.333973069879
596,49,retail,Dumb,Factory,-840.0326073092814
597,49,retail,Dumber,Retail,-5890.571416302353
598,49,retail,Dumber,Wholesale,-6003.8291293486855
599,49,retail,Dumber,Regional Warehouse,-6027.939277402692
600,49,retail,Dumber,Factory,-5890.571416302353
601,50,retail,Smart,Retail,-187.7287419339981
602,50,retail,Smart,Wholesale,-168.6673052649925
603,50,retail,Smart,Regional Warehouse,86.61550488681735
604,50,retail,Smart,Factory,-187.7287419339981
605,50,retail,Dumb,Retail,-733.342907104498
606,50,retail,Dumb,Wholesale,-3915.6955667651055
607,50,retail,Dumb,Regional Warehouse,-3908.849990736152
608,50,retail,Dumb,Factory,-733.342907104498
609,50,retail,Dumber,Retail,-4006.495799911917
610,50,retail,Dumber,Wholesale,-3839.6223842808467
611,50,retail,Dumber,Regional Warehouse,-3875.795347052816
612,50,retail,Dumber,Factory,-4006.495799911917
613,51,retail,Smart,Retail,1435.050441855268
614,51,retail,Smart,Wholesale,225.86919661000127
615,51,retail,Smart,Regional Warehouse,1299.4757225403328
616,51,retail,Smart,Factory,1435.050441855268
617,51,retail,Dumb,Retail,433.53589642693765
618,51,retail,Dumb,Wholesale,-2140.6331017471975
619,51,retail,Dumb,Regional Warehouse,-1521.455591636097
620,51,retail,Dumb,Factory,433.53589642693765
621,51,retail,Dumber,Retail,-1398.3476920682742
622,51,retail,Dumber,Wholesale,-2066.8748037139417
623,51,retail,Dumber,Regional Warehouse,-1476.0303394136158
624,51,retail,Dumber,Factory,-1398.3476920682742
625,52,retail,Smart,Retail,2305.627379180841
626,52,retail,Smart,Wholesale,3323.2686782013257
627,52,retail,Smart,Regional Warehouse,3770.1276758877357
628,52,retail,Smart,Factory,2305.627379180841
629,52,retail,Dumb,Retail,156.0151672412777
630,52,retail,Dumb,Wholesale,-5077.726891328948
631,52,retail,Dumb,Regional Warehouse,-4960.296543539391
632,52,retail,Dumb,Factory,156.0151672412777
633,52,retail,Dumber,Retail,-5916.616179332276
634,52,retail,Dumber,Wholesale,-4883.363505083226
635,52,retail,Dumber,Regional Warehouse,-4826.874516285633
636,52,retail,Dumber,Factory,-5916.616179332276
637,53,retail,Smart,Retail,543.9596659247682
638,53,retail,Smart,Wholesale,3378.0699538806925
639,53,retail,Smart,Regional Warehouse,7602.429005116615
640,53,retail,Smart,Factory,543.9596659247682
641,53,retail,Dumb,Retail,-751.0174980542668
642,53,retail,Dumb,Wholesale,-4195.629960100281
643,53,retail,Dumb,Regional Warehouse,-1371.5387961324668
644,53,retail,Dumb,Factory,-751.0174980542668
645,53,retail,Dumber,Retail,-5964.80289307421
646,53,retail,Dumber,Wholesale,-4002.600108425638
647,53,retail,Dumber,Regional Warehouse,-1169.8431674534881
648,53,retail,Dumber,Factory,-5964.80289307421
649,54,retail,Smart,Retail,6565.804683115497
650,54,retail,Smart,Wholesale,2439.1690972060564
651,54,retail,Smart,Regional Warehouse,3165.8567037965327
652,54,retail,Smart,Factory,6565.804683115497
653,54,retail,Dumb,Retail,3385.0979923590894
654,54,retail,Dumb,Wholesale,-2216.6607412149738
655,54,retail,Dumb,Regional Warehouse,-2384.144867515143
656,54,retail,Dumb,Factory,3385.0979923590894
657,54,retail,Dumber,Retail,-79.33301861643308
658,54,retail,Dumber,Wholesale,-2098.1742191485746
659,54,retail,Dumber,Regional Warehouse,-2291.1757533377263
660,54,retail,Dumber,Factory,-79.33301861643308
661,55,retail,Smart,Retail,10939.62705264433
662,55,retail,Smart,Wholesale,2781.1216107761843
663,55,retail,Smart,Regional Warehouse,3122.613450431679
664,55,retail,Smart,Factory,10939.62705264433
665,55,retail,Dumb,Retail,6251.651156278772
666,55,retail,Dumb,Wholesale,460.092185801751
667,55,retail,Dumb,Regional Warehouse,471.3985357325807
668,55,retail,Dumb,Factory,6251.651156278772
669,55,retail,Dumber,Retail,5030.682441042738
670,55,retail,Dumber,Wholesale,558.8209957909837
671,55,retail,Dumber,Regional Warehouse,502.6970407068351
672,55,retail,Dumber,Factory,5030.682441042738
673,56,retail,Smart,Retail,7732.1352345636615
674,56,retail,Smart,Wholesale,3671.986254176936
675,56,retail,Smart,Regional Warehouse,88.90791444086206
676,56,retail,Smart,Factory,7732.1352345636615
677,56,retail,Dumb,Retail,2483.9735865956036
678,56,retail,Dumb,Wholesale,-5362.237486015084
679,56,retail,Dumb,Regional Warehouse,-8462.29624145086
680,56,retail,Dumb,Factory,2483.9735865956036
681,56,retail,Dumber,Retail,-3852.02560972982
682,56,retail,Dumber,Wholesale,-5154.58305058152
683,56,retail,Dumber,Regional Warehouse,-8397.897315332471
684,56,retail,Dumber,Factory,-3852.02560972982
685,57,retail,Smart,Retail,597.0719422785967
686,57,retail,Smart,Wholesale,840.3413246482502
687,57,retail,Smart,Regional Warehouse,863.6333858763757
688,57,retail,Smart,Factory,597.0719422785967
689,57,retail,Dumb,Retail,-763.49496904809
690,57,retail,Dumb,Wholesale,-6984.180697011558
691,57,retail,Dumb,Regional Warehouse,-7321.791138317944
692,57,retail,Dumb,Factory,-763.49496904809
693,57,retail,Dumber,Retail,-7440.784516867938
694,57,retail,Dumber,Wholesale,-6853.485630191871
695,57,retail,Dumber,Regional Warehouse,-7245.666877261548
696,57,retail,Dumber,Factory,-7440.784516867938
697,58,retail,Smart,Retail,1426.790427074417
698,58,retail,Smart,Wholesale,11702.732716204728
699,58,retail,Smart,Regional Warehouse,22556.568476091463
700,58,retail,Smart,Factory,1426.790427074417
701,58,retail,Dumb,Retail,-108.11030263690952
702,58,retail,Dumb,Wholesale,3883.861672063645
703,58,retail,Dumb,Regional Warehouse,11016.514725254992
704,58,retail,Dumb,Factory,-108.11030263690952
705,58,retail,Dumber,Retail,-2704.3945036226955
706,58,retail,Dumber,Wholesale,4241.425578605765
707,58,retail,Dumber,Regional Warehouse,11516.96738072688
708,58,retail,Dumber,Factory,-2704.3945036226955
709,59,retail,Smart,Retail,26.975141069792336
710,59,retail,Smart,Wholesale,-200.40077522764955
711,59,retail,Smart,Regional Warehouse,868.7605266702049
712,59,retail,Smart,Factory,26.975141069792336
713,59,retail,Dumb,Retail,-479.9005922910085
714,59,retail,Dumb,Wholesale,-2991.388089390193
715,59,retail,Dumb,Regional Warehouse,-2397.7118827297613
716,59,retail,Dumb,Factory,-479.9005922910085
717,59,retail,Dumber,Retail,-2911.6413349837894
718,59,retail,Dumber,Wholesale,-2925.165630166978
719,59,retail,Dumber,Regional Warehouse,-2356.457974894641
720,59,retail,Dumber,Factory,-2911.6413349837894
721,60,retail,Smart,Retail,7163.212823711178
722,60,retail,Smart,Wholesale,12293.492333033279
723,60,retail,Smart,Regional Warehouse,2752.2887893469483
724,60,retail,Smart,Factory,7163.212823711178
725,60,retail,Dumb,Retail,2259.646504175647
726,60,retail,Dumb,Wholesale,-355.3358612616993
727,60,retail,Dumb,Regional Warehouse,-6244.822702075314
728,60,retail,Dumb,Factory,2259.646504175647
729,60,retail,Dumber,Retail,-4571.780923743753
730,60,retail,Dumber,Wholesale,49.44864133535426
731,60,retail,Dumber,Regional Warehouse,-6162.700818721106
732,60,retail,Dumber,Factory,-4571.780923743753
733,61,retail,Smart,Retail,6408.032925430371
734,61,retail,Smart,Wholesale,6582.660707487227
735,61,retail,Smart,Regional Warehouse,8190.805826026568
736,61,retail,Smart,Factory,6408.032925430371
737,61,retail,Dumb,Retail,2971.193400746404
738,61,retail,Dumb,Wholesale,-1712.2748940686638
739,61,retail,Dumb,Regional Warehouse,-213.48035108382152
740,61,retail,Dumb,Factory,2971.193400746404
741,61,retail,Dumber,Retail,-1865.8763899057867
742,61,retail,Dumber,Wholesale,-1455.2842096511597
743,61,retail,Dumber,Regional Warehouse,-43.83132327287154
744,61,retail,Dumber,Factory,-1865.8763899057867
745,62,retail,Smart,Retail,6170.75775333226
746,62,retail,Smart,Wholesale,9122.107155397953
747,62,retail,Smart,Regional Warehouse,319.58321315561375
748,62,retail,Smart,Factory,6170.75775333226
749,62,retail,Dumb,Retail,3406.9798510805476
750,62,retail,Dumb,Wholesale,4324.879831625792
751,62,retail,Dumb,Regional Warehouse,-1942.0021317356077
752,62,retail,Dumb,Factory,3406.9798510805476
753,62,retail,Dumber,Retail,1987.5235494343215
754,62,retail,Dumber,Wholesale,4566.224089092955
755,62,retail,Dumber,Regional Warehouse,-1923.1412593413286
756,62,retail,Dumber,Factory,1987.5235494343215
757,63,retail,Smart,Retail,180.57445357832637
758,63,retail,Smart,Wholesale,414.1514208113657
759,63,retail,Smart,Regional Warehouse,222.8879749601784
760,63,retail,Smart,Factory,180.57445357832637
761,63,retail,Dumb,Retail,-112.54076487976765
762,63,retail,Dumb,Wholesale,-815.5822373624051
763,63,retail,Dumb,Regional Warehouse,-938.2944064378717
764,63,retail,Dumb,Factory,-112.54076487976765
765,63,retail,Dumber,Retail,-915.5872409454626
766,63,retail,Dumber,Wholesale,-750.7018587780368
767,63,retail,Dumber,Regional Warehouse,-927.2463823934588
768,63,retail,Dumber,Factory,-915.5872409454626
769,64,retail,Smart,Retail,411.1243346305389
770,64,retail,Smart,Wholesale,584.3565637345673
771,64,retail,Smart,Regional Warehouse,662.6329675996797
772,64,retail,Smart,Factory,411.1243346305389
773,64,retail,Dumb,Retail,-336.01053751831614
774,64,retail,Dumb,Wholesale,-1705.98826137424
775,64,retail,Dumb,Regional Warehouse,-1923.2173196814472
776,64,retail,Dumb,Factory,-336.01053751831614
777,64,retail,Dumber,Retail,-2097.92480341392
778,64,retail,Dumber,Wholesale,-1632.3656216645845
779,64,retail,Dumber,Regional Warehouse,-1890.2730741919863
780,64,retail,Dumber,Factory,-2097.92480341392
781,65,retail,Smart,Retail,7070.582096977683
782,65,retail,Smart,Wholesale,646.5561527284935
783,65,retail,Smart,Regional Warehouse,6690.931062496957
784,65,retail,Smart,Factory,7070.582096977683
785,65,retail,Dumb,Retail,3630.0219374418857
786,65,retail,Dumb,Wholesale,-3057.303072438685
787,65,retail,Dumb,Regional Warehouse,681.8769055651665
788,65,retail,Dumb,Factory,3630.0219374418857
789,65,retail,Dumber,Retail,956.702783176469
790,65,retail,Dumber,Wholesale,-2952.82960231921
791,65,retail,Dumber,Regional Warehouse,839.0619540986279
792,65,retail,Dumber,Factory,956.702783176469
793,66,retail,Smart,Retail,5807.358202807383
794,66,retail,Smart,Wholesale,1728.0803018248228
795,66,retail,Smart,Regional Warehouse,8596.042060445456
796,66,retail,Smart,Factory,5807.358202807383
797,66,retail,Dumb,Retail,3280.7532712118796
798,66,retail,Dumb,Wholesale,-187.33988449525376
799,66,retail,Dumb,Regional Warehouse,4167.610784946108
800,66,retail,Dumb,Factory,3280.7532712118796
801,66,retail,Dumber,Retail,2226.8576249384646
802,66,retail,Dumber,Wholesale,-100.20952984281341
803,66,retail,Dumber,Regional Warehouse,4345.969042977732
804,66,retail,Dumber,Factory,2226.8576249384646
805,67,retail,Smart,Retail,1724.1567899952315
806,67,retail,Smart,Wholesale,2898.9458466117617
807,67,retail,Smart,Regional Warehouse,4365.952871417174
808,67,retail,Smart,Factory,1724.1567899952315
809,67,retail,Dumb,Retail,498.31195754111
810,67,retail,Dumb,Wholesale,-1368.3399994593412
811,67,retail,Dumb,Regional Warehouse,-236.59447280920082
812,67,retail,Dumb,Factory,498.31195754111
813,67,retail,Dumber,Retail,-2164.74524485085
814,67,retail,Dumber,Wholesale,-1227.6279441249226
815,67,retail,Dumber,Regional Warehouse,-139.1658034971932
816,67,retail,Dumber,Factory,-2164.74524485085
817,68,retail,Smart,Retail,9389.125715008018
818,68,retail,Smart,Wholesale,9755.923136793564
819,68,retail,Smart,Regional Warehouse,13342.936127207993
820,68,retail,Smart,Factory,9389.125715008018
821,68,retail,Dumb,Retail,4814.870855018481
822,68,retail,Dumb,Wholesale,2624.0808520957034
823,68,retail,Dumb,Regional Warehouse,4696.240012756724
824,68,retail,Dumb,Factory,4814.870855018481
825,68,retail,Dumber,Retail,1229.79717239787
826,68,retail,Dumber,Wholesale,2887.285525448934
827,68,retail,Dumber,Regional Warehouse,4953.3081063229965
828,68,retail,Dumber,Factory,1229.79717239787
829,69,retail,Smart,Retail,10843.307045541836
830,69,retail,Smart,Wholesale,4047.8430580342106
831,69,retail,Smart,Regional Warehouse,7485.148065313458
832,69,retail,Smart,Factory,10843.307045541836
833,69,retail,Dumb,Retail,6432.037010175885
834,69,retail,Dumb,Wholesale,1114.1342154217496
835,69,retail,Dumb,Regional Warehouse,3415.134505755867
836,69,retail,Dumb,Factory,6432.037010175885
837,69,retail,Dumber,Retail,5754.098057277891
838,69,retail,Dumber,Wholesale,1284.6981710559353
839,69,retail,Dumber,Regional Warehouse,3573.226221421023
840,69,retail,Dumber,Factory,5754.098057277891
841,70,retail,Smart,Retail,8226.564862944824
842,70,retail,Smart,Wholesale,1925.7513195341005
843,70,retail,Smart,Regional Warehouse,4160.13664766681
844,70,retail,Smart,Factory,8226.564862944824
845,70,retail,Dumb,Retail,4631.901929546328
846,70,retail,Dumb,Wholesale,853.8295360855616
847,70,retail,Dumb,Regional Warehouse,1193.334125406418
848,70,retail,Dumb,Factory,4631.901929546328
849,70,retail,Dumber,Retail,4206.3906740438415
850,70,retail,Dumber,Wholesale,926.2478322469447
851,70,retail,Dumber,Regional Warehouse,1299.4952705142666
852,70,retail,Dumber,Factory,4206.3906740438415
853,71,retail,Smart,Retail,2267.427318285777
854,71,retail,Smart,Wholesale,2242.8857177820537
855,71,retail,Smart,Regional Warehouse,1597.7422376141049
856,71,retail,Smart,Factory,2267.427318285777
857,71,retail,Dumb,Retail,1002.2713311184547
858,71,retail,Dumb,Wholesale,101.12097379331013
859,71,retail,Dumb,Regional Warehouse,-277.38117224237084
860,71,retail,Dumb,Factory,1002.2713311184547
861,71,retail,Dumber,Retail,-57.35923651669099
862,71,retail,Dumber,Wholesale,206.55308242228182
863,71,retail,Dumber,Regional Warehouse,-241.4757392303896
864,71,retail,Dumber,Factory,-57.35923651669099
865,72,retail,Smart,Retail,2816.1424067244548
866,72,retail,Smart,Wholesale,3849.75632054306
867,72,retail,Smart,Regional Warehouse,6243.908356362611
868,72,retail,Smart,Factory,2816.1424067244548
869,72,retail,Dumb,Retail,515.6844488784985
870,72,retail,Dumb,Wholesale,-5020.009631890176
871,72,retail,Dumb,Regional Warehouse,-3497.32526389166
872,72,retail,Dumb,Factory,515.6844488784985
873,72,retail,Dumber,Retail,-5701.550883720806
874,72,retail,Dumber,Wholesale,-4805.5838446562175
875,72,retail,Dumber,Regional Warehouse,-3315.1010581795554
876,72,retail,Dumber,Factory,-5701.550883720806
877,73,retail,Smart,Retail,1443.6386529679073
878,73,retail,Smart,Wholesale,6508.829594198044
879,73,retail,Smart,Regional Warehouse,1692.5465208532037
880,73,retail,Smart,Factory,1443.6386529679073
881,73,retail,Dumb,Retail,-432.23634885187636
882,73,retail,Dumb,Wholesale,-4250.638920726797
883,73,retail,Dumb,Regional Warehouse,-8040.29191925563
884,73,retail,Dumb,Factory,-432.23634885187636
885,73,retail,Dumber,Retail,-8023.752707324656
886,73,retail,Dumber,Wholesale,-3993.6961899591597
887,73,retail,Dumber,Regional Warehouse,-7936.665574928494
888,73,retail,Dumber,Factory,-8023.752707324656
889,74,retail,Smart,Retail,10727.405133841303
890,74,retail,Smart,Wholesale,14180.836883965863
891,74,retail,Smart,Regional Warehouse,22704.089454845413
892,74,retail,Smart,Factory,10727.405133841303
893,74,retail,Dumb,Retail,5364.602305760869
894,74,retail,Dumb,Wholesale,5249.957422439224
895,74,retail,Dumb,Regional Warehouse,11211.387437137
896,74,retail,Dumb,Factory,5364.602305760869
897,74,retail,Dumber,Retail,2834.270937382037
898,74,retail,Dumber,Wholesale,5682.601956344975
899,74,retail,Dumber,Regional Warehouse,11709.228884647227
900,74,retail,Dumber,Factory,2834.270937382037
901,75,retail,Smart,Retail,2235.1276508705378
902,75,retail,Smart,Wholesale,3160.858931547822
903,75,retail,Smart,Regional Warehouse,4561.999443121663
904,75,retail,Smart,Factory,2235.1276508705378
905,75,retail,Dumb,Retail,130.21530009982854
906,75,retail,Dumb,Wholesale,-4464.698035920585
907,75,retail,Dumb,Regional Warehouse,-3703.0701650302585
908,75,retail,Dumb,Factory,130.21530009982854
909,75,retail,Dumber,Retail,-5315.309584527563
910,75,retail,Dumber,Wholesale,-4281.970555832902
911,75,retail,Dumber,Regional Warehouse,-3556.2420934486
