,agent,day,inventory,purchase,r_s_a,q_s_a
60918,Wholesale,265,0.0,89,-128.0,-128.0
60919,Regional_Warehouse,265,0.0,42,-194.0,-194.0
60920,Factory,265,0.0,43,-42.0,-42.0
60921,Retail,266,57.905817648911686,76,738.2107995164679,738.2107995164679
60922,Wholesale,266,0.0,68,-44.0,-44.0
60923,Regional_Warehouse,266,0.0,64,-88.0,-88.0
60924,Factory,266,0.0,46,-4.0,-4.0
60925,Retail,267,49.75581764891169,90,813.413539242496,813.413539242496
60926,Wholesale,267,0.0,14,-70.0,-70.0
60927,Regional_Warehouse,267,0.0,79,-110.0,-110.0
60928,Factory,267,0.0,92,-144.0,-144.0
60929,Retail,268,43.805817648911685,97,593.6368269137283,593.6368269137283
60930,Wholesale,268,0.0,8,-84.0,-84.0
60931,Regional_Warehouse,268,0.0,34,-170.0,-170.0
60932,Factory,268,0.0,49,-72.0,-72.0
60933,Retail,269,38.805817648911685,48,498.79984061235837,498.79984061235837
60934,Wholesale,269,0.0,11,-60.0,-60.0
60935,Regional_Warehouse,269,0.0,46,-10.0,-10.0
60936,Factory,269,0.0,8,-4.0,-4.0
60937,Retail,270,33.055817648911685,86,573.9368269137285,573.9368269137285
60938,Wholesale,270,0.0,6,-130.0,-130.0
60939,Regional_Warehouse,270,0.0,73,-50.0,-50.0
60940,Factory,270,0.0,48,-94.0,-94.0
60941,Retail,271,27.505817648911684,39,554.0943611603038,554.0943611603038
60942,Wholesale,271,0.0,16,-112.0,-112.0
60943,Regional_Warehouse,271,0.0,63,-114.0,-114.0
60944,Factory,271,0.0,47,-66.0,-66.0
60945,Retail,272,21.205817648911683,16,629.2464159548244,629.2464159548244
60946,Wholesale,272,0.0,11,-192.0,-192.0
60947,Regional_Warehouse,272,0.0,9,-18.0,-18.0
60948,Factory,272,0.0,89,-130.0,-130.0
60949,Retail,273,13.805817648911683,14,739.4190186945503,739.4190186945503
60950,Wholesale,273,0.0,97,-36.0,-36.0
60951,Regional_Warehouse,273,0.0,75,-152.0,-152.0
60952,Factory,273,0.0,98,-52.0,-52.0
60953,Retail,274,5.655817648911684,37,814.6217584205776,814.6217584205776
60954,Wholesale,274,0.0,65,-48.0,-48.0
60955,Regional_Warehouse,274,0.0,55,-12.0,-12.0
60956,Factory,274,0.0,92,-134.0,-134.0
60957,Retail,275,0.0,43,564.8384462808025,564.8384462808025
60958,Wholesale,275,0.0,66,-196.0,-196.0
60959,Regional_Warehouse,275,0.0,76,-128.0,-128.0
60960,Factory,275,0.0,45,-162.0,-162.0
60961,Retail,276,0.0,88,-10.0,-10.0
60962,Wholesale,276,0.0,6,-40.0,-40.0
60963,Regional_Warehouse,276,0.0,14,-194.0,-194.0
60964,Factory,276,0.0,62,-30.0,-30.0
60965,Retail,277,0.0,9,-11.5,-11.5
60966,Wholesale,277,0.0,74,-176.0,-176.0
60967,Regional_Warehouse,277,0.0,58,-78.0,-78.0
60968,Factory,277,0.0,63,-32.0,-32.0
60969,Retail,278,0.0,33,-11.099999999999909,-11.099999999999909
60970,Wholesale,278,0.0,94,-18.0,-18.0
60971,Regional_Warehouse,278,0.0,44,-60.0,-60.0
60972,Factory,278,0.0,85,-114.0,-114.0
60973,Retail,279,0.0,28,-12.599999999999909,-12.599999999999909
60974,Wholesale,279,0.0,52,-6.0,-6.0
60975,Regional_Warehouse,279,0.0,33,-58.0,-58.0
60976,Factory,279,0.0,48,-48.0,-48.0
60977,Retail,280,0.0,18,-14.799999999999955,-14.799999999999955
60978,Wholesale,280,0.0,49,-26.0,-26.0
60979,Regional_Warehouse,280,0.0,87,-88.0,-88.0
60980,Factory,280,0.0,52,-170.0,-170.0
60981,Retail,281,0.0,35,-16.299999999999955,-16.299999999999955
60982,Wholesale,281,0.0,48,-82.0,-82.0
60983,Regional_Warehouse,281,0.0,12,-166.0,-166.0
60984,Factory,281,0.0,5,-6.0,-6.0
60985,Retail,282,0.0,41,-11.900000000000091,-11.900000000000091
60986,Wholesale,282,0.0,86,-62.0,-62.0
60987,Regional_Warehouse,282,0.0,66,-14.0,-14.0
60988,Factory,282,0.0,51,-140.0,-140.0
60989,Retail,283,0.0,34,-10.0,-10.0
60990,Wholesale,283,0.0,95,-130.0,-130.0
60991,Regional_Warehouse,283,0.0,67,-146.0,-146.0
60992,Factory,283,0.0,46,-182.0,-182.0
60993,Retail,284,0.0,51,-11.5,-11.5
60994,Wholesale,284,0.0,91,-128.0,-128.0
60995,Regional_Warehouse,284,0.0,72,-36.0,-36.0
60996,Factory,284,0.0,26,-110.0,-110.0
60997,Retail,285,0.0,54,-11.099999999999909,-11.099999999999909
60998,Wholesale,285,0.0,13,-164.0,-164.0
60999,Regional_Warehouse,285,0.0,8,-132.0,-132.0
61000,Factory,285,0.0,28,-88.0,-88.0
61001,Retail,286,0.0,40,-12.599999999999909,-12.599999999999909
61002,Wholesale,286,0.0,85,-126.0,-126.0
61003,Regional_Warehouse,286,0.0,19,-162.0,-162.0
61004,Factory,286,0.0,26,-130.0,-130.0
61005,Retail,287,0.0,55,-14.799999999999955,-14.799999999999955
61006,Wholesale,287,0.0,40,-86.0,-86.0
61007,Regional_Warehouse,287,0.0,24,-164.0,-164.0
61008,Factory,287,0.0,15,-18.0,-18.0
61009,Retail,288,0.0,90,-16.299999999999955,-16.299999999999955
61010,Wholesale,288,0.0,0,-100.0,-100.0
61011,Regional_Warehouse,288,0.0,39,-74.0,-74.0
61012,Factory,288,0.0,40,-84.0,-84.0
61013,Retail,289,0.0,14,-11.900000000000091,-11.900000000000091
61014,Wholesale,289,0.0,17,-192.0,-192.0
61015,Regional_Warehouse,289,0.0,1,-96.0,-96.0
61016,Factory,289,0.0,55,-162.0,-162.0
61017,Retail,290,0.0,78,-10.0,-10.0
61018,Wholesale,290,0.0,61,-44.0,-44.0
61019,Regional_Warehouse,290,0.0,95,-26.0,-26.0
61020,Factory,290,0.0,27,-136.0,-136.0
61021,Retail,291,0.0,5,-11.5,-11.5
61022,Wholesale,291,0.0,37,-88.0,-88.0
61023,Regional_Warehouse,291,0.0,1,-72.0,-72.0
61024,Factory,291,0.0,36,-174.0,-174.0
61025,Retail,292,0.0,32,-11.099999999999909,-11.099999999999909
61026,Wholesale,292,0.0,76,-172.0,-172.0
61027,Regional_Warehouse,292,0.0,60,-74.0,-74.0
61028,Factory,292,0.0,67,-158.0,-158.0
61029,Retail,293,0.0,55,-12.599999999999909,-12.599999999999909
61030,Wholesale,293,0.0,25,-186.0,-186.0
61031,Regional_Warehouse,293,0.0,20,-30.0,-30.0
61032,Factory,293,0.0,45,-104.0,-104.0
61033,Retail,294,0.0,12,-14.799999999999955,-14.799999999999955
61034,Wholesale,294,0.0,50,-22.0,-22.0
61035,Regional_Warehouse,294,0.0,9,-98.0,-98.0
61036,Factory,294,0.0,87,-186.0,-186.0
61037,Retail,295,0.0,41,-16.299999999999955,-16.299999999999955
61038,Wholesale,295,0.0,0,-34.0,-41.2
61039,Regional_Warehouse,295,0.0,12,-82.0,-82.0
61040,Factory,295,0.0,14,-164.0,-164.0
61041,Retail,296,0.0,10,-11.900000000000091,-11.900000000000091
61042,Wholesale,296,0.0,42,-68.0,-68.0
61043,Regional_Warehouse,296,0.0,72,-190.0,-190.0
61044,Factory,296,0.0,46,-76.0,-76.0
61045,Retail,297,0.0,76,-10.0,-10.0
61046,Wholesale,297,0.0,5,-92.0,-92.0
61047,Regional_Warehouse,297,0.0,1,-182.0,-182.0
61048,Factory,297,0.0,45,-46.0,-46.0
61049,Retail,298,0.0,33,-11.5,-11.5
61050,Wholesale,298,0.0,94,-46.0,-46.0
61051,Regional_Warehouse,298,0.0,91,-108.0,-108.0
61052,Factory,298,0.0,86,-78.0,-78.0
61053,Retail,299,0.0,92,-11.099999999999909,-11.099999999999909
61054,Wholesale,299,0.0,59,-48.0,-48.0
61055,Regional_Warehouse,299,0.0,24,-156.0,-156.0
61056,Factory,299,0.0,79,-40.0,-40.0
61057,Retail,300,0.0,64,-12.599999999999909,-12.599999999999909
61058,Wholesale,300,0.0,20,-152.0,-152.0
61059,Regional_Warehouse,300,0.0,92,-46.0,-46.0
61060,Factory,300,0.0,94,-92.0,-92.0
61061,Retail,301,0.0,79,-14.799999999999955,-14.799999999999955
61062,Wholesale,301,0.0,91,-16.0,-16.0
61063,Regional_Warehouse,301,0.0,14,-80.0,-80.0
61064,Factory,301,0.0,42,-38.0,-38.0
61065,Retail,302,0.0,2,-16.299999999999955,-16.299999999999955
61066,Wholesale,302,0.0,69,-126.0,-126.0
61067,Regional_Warehouse,302,0.0,77,-86.0,-86.0
61068,Factory,302,0.0,12,-164.0,-164.0
61069,Retail,303,0.0,91,-11.900000000000091,-11.900000000000091
61070,Wholesale,303,0.0,14,-82.0,-82.0
61071,Regional_Warehouse,303,0.0,36,-114.0,-114.0
61072,Factory,303,0.0,5,-52.0,-52.0
61073,Retail,304,0.0,94,-10.0,-10.0
61074,Wholesale,304,0.0,15,-152.0,-152.0
61075,Regional_Warehouse,304,0.0,59,-50.0,-50.0
61076,Factory,304,0.0,32,0.0,0.0
61077,Retail,305,0.0,48,-10.0,-10.0
61078,Wholesale,305,0.0,0,-170.0,-182.6
61079,Regional_Warehouse,305,0.0,3,-46.0,-46.0
61080,Factory,305,0.0,94,-114.0,-114.0
61081,Retail,306,0.0,80,-11.5,-11.5
61082,Wholesale,306,0.0,22,-54.0,-54.0
61083,Regional_Warehouse,306,0.0,83,-14.0,-14.0
61084,Factory,306,0.0,10,-2.0,-2.0
61085,Retail,307,0.0,89,-11.099999999999909,-11.099999999999909
61086,Wholesale,307,0.0,13,-174.0,-174.0
61087,Regional_Warehouse,307,0.0,4,-192.0,-192.0
61088,Factory,307,0.0,66,-42.0,-42.0
61089,Retail,308,0.0,36,-12.599999999999909,-12.599999999999909
61090,Wholesale,308,0.0,51,-176.0,-176.0
61091,Regional_Warehouse,308,0.0,15,-162.0,-162.0
61092,Factory,308,0.0,32,-106.0,-106.0
61093,Retail,309,0.0,41,-14.799999999999955,-14.799999999999955
61094,Wholesale,309,0.0,79,-116.0,-116.0
61095,Regional_Warehouse,309,0.0,97,-62.0,-62.0
61096,Factory,309,0.0,87,-134.0,-134.0
61097,Retail,310,0.0,69,-16.299999999999955,-16.299999999999955
61098,Wholesale,310,0.0,55,-158.0,-158.0
61099,Regional_Warehouse,310,0.0,26,-160.0,-160.0
61100,Factory,310,0.0,89,-36.0,-36.0
61101,Retail,311,0.0,92,-11.899999999999977,-11.899999999999977
61102,Wholesale,311,0.0,22,-52.0,-52.0
61103,Regional_Warehouse,311,0.0,38,-118.0,-118.0
61104,Factory,311,0.0,5,-38.0,-38.0
61105,Retail,312,0.0,6,-10.0,-10.0
61106,Wholesale,312,0.0,0,-118.0,-118.0
61107,Regional_Warehouse,312,0.0,45,-180.0,-180.0
61108,Factory,312,0.0,12,-198.0,-198.0
61109,Retail,313,0.0,58,-11.5,-11.5
61110,Wholesale,313,0.0,82,-80.0,-80.0
61111,Regional_Warehouse,313,0.0,24,-178.0,-178.0
61112,Factory,313,0.0,50,-182.0,-182.0
61113,Retail,314,0.0,42,-11.100000000000023,-11.100000000000023
61114,Wholesale,314,0.0,36,-74.0,-74.0
61115,Regional_Warehouse,314,0.0,10,-110.0,-110.0
61116,Factory,314,0.0,77,-68.0,-68.0
61117,Retail,315,0.0,20,-12.600000000000023,-12.600000000000023
61118,Wholesale,315,0.0,94,-18.0,-18.0
61119,Regional_Warehouse,315,0.0,82,-56.0,-56.0
61120,Factory,315,0.0,88,-164.0,-164.0
61121,Retail,316,0.0,80,-14.799999999999955,-14.799999999999955
61122,Wholesale,316,0.0,97,-2.0,-2.0
61123,Regional_Warehouse,316,0.0,45,-100.0,-100.0
61124,Factory,316,0.0,78,-106.0,-106.0
61125,Retail,317,0.0,78,-16.299999999999955,-16.299999999999955
61126,Wholesale,317,0.0,56,-164.0,-164.0
61127,Regional_Warehouse,317,0.0,72,-140.0,-140.0
61128,Factory,317,0.0,40,-120.0,-120.0
61129,Retail,318,0.0,52,-11.899999999999977,-11.899999999999977
61130,Wholesale,318,0.0,89,-158.0,-158.0
61131,Regional_Warehouse,318,0.0,17,-96.0,-96.0
61132,Factory,318,0.0,22,-52.0,-52.0
61133,Retail,319,0.0,45,-10.0,-10.0
61134,Wholesale,319,0.0,74,-184.0,-184.0
61135,Regional_Warehouse,319,0.0,81,-44.0,-44.0
61136,Factory,319,0.0,22,-150.0,-150.0
61137,Retail,320,0.0,48,-11.5,-11.5
61138,Wholesale,320,0.0,97,-162.0,-162.0
61139,Regional_Warehouse,320,0.0,41,-28.0,-28.0
61140,Factory,320,0.0,48,-106.0,-106.0
61141,Retail,321,0.0,21,-11.100000000000023,-11.100000000000023
61142,Wholesale,321,0.0,23,-54.0,-54.0
61143,Regional_Warehouse,321,0.0,82,-176.0,-176.0
61144,Factory,321,0.0,80,-54.0,-54.0
61145,Retail,322,0.0,98,-12.600000000000023,-12.600000000000023
61146,Wholesale,322,0.0,30,-82.0,-82.0
61147,Regional_Warehouse,322,0.0,23,-94.0,-94.0
61148,Factory,322,0.0,78,-90.0,-90.0
61149,Retail,323,0.0,86,-14.799999999999955,-14.799999999999955
61150,Wholesale,323,0.0,2,-48.0,-48.0
61151,Regional_Warehouse,323,0.0,62,-64.0,-64.0
61152,Factory,323,0.0,97,-6.0,-6.0
61153,Retail,324,0.0,76,-16.299999999999955,-16.299999999999955
61154,Wholesale,324,0.0,84,-44.0,-44.0
61155,Regional_Warehouse,324,0.0,8,-92.0,-92.0
61156,Factory,324,0.0,64,-140.0,-140.0
61157,Retail,325,0.0,43,-11.899999999999977,-11.899999999999977
61158,Wholesale,325,0.0,4,-26.0,-26.0
61159,Regional_Warehouse,325,0.0,59,-46.0,-46.0
61160,Factory,325,0.0,38,-96.0,-96.0
61161,Retail,326,0.0,1,-10.0,-10.0
61162,Wholesale,326,0.0,86,-188.0,-188.0
61163,Regional_Warehouse,326,0.0,60,-12.0,-12.0
61164,Factory,326,0.0,42,-14.0,-14.0
61165,Retail,327,0.0,79,-11.5,-11.5
61166,Wholesale,327,0.0,79,-90.0,-90.0
61167,Regional_Warehouse,327,0.0,3,-92.0,-92.0
61168,Factory,327,0.0,57,-60.0,-60.0
61169,Retail,328,0.0,69,-11.100000000000023,-11.100000000000023
61170,Wholesale,328,0.0,15,-40.0,-40.0
61171,Regional_Warehouse,328,0.0,11,-72.0,-72.0
61172,Factory,328,0.0,12,-178.0,-178.0
61173,Retail,329,0.0,17,-12.600000000000023,-12.600000000000023
61174,Wholesale,329,0.0,25,-20.0,-20.0
61175,Regional_Warehouse,329,0.0,93,-146.0,-146.0
61176,Factory,329,0.0,80,-174.0,-174.0
61177,Retail,330,0.0,68,-14.799999999999955,-14.799999999999955
61178,Wholesale,330,0.0,26,-14.0,-14.0
61179,Regional_Warehouse,330,0.0,17,-82.0,-82.0
61180,Factory,330,0.0,11,-92.0,-92.0
61181,Retail,331,0.0,43,-16.299999999999955,-16.299999999999955
61182,Wholesale,331,0.0,85,-134.0,-134.0
61183,Regional_Warehouse,331,0.0,3,-16.0,-16.0
61184,Factory,331,0.0,1,-128.0,-128.0
61185,Retail,332,0.0,14,-11.899999999999977,-11.899999999999977
61186,Wholesale,332,0.0,62,-160.0,-160.0
61187,Regional_Warehouse,332,0.0,7,-124.0,-124.0
61188,Factory,332,0.0,34,-196.0,-196.0
61189,Retail,333,0.0,69,-10.0,-10.0
61190,Wholesale,333,0.0,93,-74.0,-74.0
61191,Regional_Warehouse,333,0.0,1,-70.0,-70.0
61192,Factory,333,0.0,87,-82.0,-82.0
61193,Retail,334,0.0,68,-11.5,-11.5
61194,Wholesale,334,0.0,31,-106.0,-106.0
61195,Regional_Warehouse,334,0.0,10,-136.0,-136.0
61196,Factory,334,0.0,92,-168.0,-168.0
61197,Retail,335,0.0,22,-11.100000000000023,-11.100000000000023
61198,Wholesale,335,0.0,36,-134.0,-134.0
61199,Regional_Warehouse,335,0.0,33,-76.0,-76.0
61200,Factory,335,0.0,97,-142.0,-142.0
61201,Retail,336,0.0,99,-12.600000000000023,-12.600000000000023
61202,Wholesale,336,0.0,41,-92.0,-92.0
61203,Regional_Warehouse,336,0.0,80,-148.0,-148.0
61204,Factory,336,0.0,54,-16.0,-16.0
61205,Retail,337,0.0,49,-14.799999999999955,-14.799999999999955
61206,Wholesale,337,0.0,72,-34.0,-34.0
61207,Regional_Warehouse,337,0.0,15,-170.0,-170.0
61208,Factory,337,0.0,83,-136.0,-136.0
61209,Retail,338,0.0,57,-16.299999999999955,-16.299999999999955
61210,Wholesale,338,0.0,46,-138.0,-138.0
61211,Regional_Warehouse,338,0.0,19,-76.0,-76.0
61212,Factory,338,0.0,59,-108.0,-108.0
61213,Retail,339,0.0,14,-11.899999999999977,-11.899999999999977
61214,Wholesale,339,0.0,81,-146.0,-146.0
61215,Regional_Warehouse,339,0.0,60,-38.0,-38.0
61216,Factory,339,0.0,23,-106.0,-106.0
61217,Retail,340,0.0,61,-10.0,-10.0
61218,Wholesale,340,0.0,30,-48.0,-48.0
61219,Regional_Warehouse,340,0.0,6,-70.0,-70.0
61220,Factory,340,0.0,71,-98.0,-98.0
61221,Retail,341,0.0,68,-11.5,-11.5
61222,Wholesale,341,0.0,45,-146.0,-146.0
61223,Regional_Warehouse,341,0.0,86,-108.0,-108.0
61224,Factory,341,0.0,46,-110.0,-110.0
61225,Retail,342,0.0,74,-11.100000000000023,-11.100000000000023
61226,Wholesale,342,0.0,69,-28.0,-28.0
61227,Regional_Warehouse,342,0.0,1,-38.0,-38.0
61228,Factory,342,0.0,34,0.0,0.0
61229,Retail,343,0.0,7,-12.600000000000023,-12.600000000000023
61230,Wholesale,343,0.0,7,-194.0,-194.0
61231,Regional_Warehouse,343,0.0,15,-140.0,-140.0
61232,Factory,343,0.0,67,-164.0,-164.0
61233,Retail,344,0.0,23,-14.799999999999955,-14.799999999999955
61234,Wholesale,344,0.0,1,-42.0,-42.0
61235,Regional_Warehouse,344,0.0,11,-158.0,-158.0
61236,Factory,344,0.0,99,-66.0,-66.0
61237,Retail,345,0.0,40,-16.299999999999955,-16.299999999999955
61238,Wholesale,345,0.0,14,-90.0,-90.0
61239,Regional_Warehouse,345,0.0,81,-178.0,-178.0
61240,Factory,345,0.0,81,-194.0,-194.0
61241,Retail,346,0.0,13,-11.899999999999977,-11.899999999999977
61242,Wholesale,346,0.0,39,-22.0,-22.0
61243,Regional_Warehouse,346,0.0,13,-72.0,-72.0
61244,Factory,346,0.0,80,-74.0,-74.0
61245,Retail,347,0.0,10,-10.0,-10.0
61246,Wholesale,347,0.0,34,-88.0,-88.0
61247,Regional_Warehouse,347,0.0,1,-62.0,-62.0
61248,Factory,347,0.0,76,-112.0,-112.0
61249,Retail,348,0.0,36,-11.5,-11.5
61250,Wholesale,348,0.0,74,-168.0,-168.0
61251,Regional_Warehouse,348,0.0,15,-100.0,-100.0
61252,Factory,348,0.0,99,-190.0,-190.0
61253,Retail,349,0.0,94,-11.100000000000023,-11.100000000000023
61254,Wholesale,349,0.0,14,-126.0,-126.0
61255,Regional_Warehouse,349,0.0,9,-190.0,-190.0
61256,Factory,349,0.0,48,-110.0,-110.0
61257,Retail,350,0.0,20,-12.600000000000023,-12.600000000000023
61258,Wholesale,350,0.0,26,-96.0,-96.0
61259,Regional_Warehouse,350,0.0,95,-106.0,-106.0
61260,Factory,350,0.0,80,-128.0,-128.0
61261,Retail,351,0.0,6,-14.800000000000011,-14.800000000000011
61262,Wholesale,351,0.0,19,-36.0,-36.0
61263,Regional_Warehouse,351,0.0,68,-170.0,-170.0
61264,Factory,351,0.0,96,-194.0,-194.0
61265,Retail,352,0.0,86,-32.599999999999966,-32.599999999999966
61266,Wholesale,352,0.0,95,-182.0,-182.0
61267,Regional_Warehouse,352,0.0,80,-102.0,-102.0
61268,Factory,352,0.0,38,-44.0,-44.0
61269,Retail,353,0.0,75,-23.80000000000001,-23.80000000000001
61270,Wholesale,353,0.0,33,-162.0,-162.0
61271,Regional_Warehouse,353,0.0,43,-122.0,-122.0
61272,Factory,353,0.0,26,-4.0,-4.0
61273,Retail,354,0.0,38,-20.0,-20.0
61274,Wholesale,354,0.0,16,-134.0,-134.0
61275,Regional_Warehouse,354,0.0,68,-136.0,-136.0
61276,Factory,354,0.0,83,-104.0,-104.0
61277,Retail,355,0.0,74,-23.0,-23.0
61278,Wholesale,355,0.0,42,-184.0,-184.0
61279,Regional_Warehouse,355,0.0,7,-192.0,-192.0
61280,Factory,355,0.0,41,-6.0,-6.0
61281,Retail,356,0.0,71,-22.19999999999999,-22.19999999999999
61282,Wholesale,356,0.0,22,0.0,0.0
61283,Regional_Warehouse,356,0.0,29,-162.0,-162.0
61284,Factory,356,0.0,44,-62.0,-62.0
61285,Retail,357,0.0,83,-25.19999999999999,-25.19999999999999
61286,Wholesale,357,0.0,55,-164.0,-164.0
61287,Regional_Warehouse,357,0.0,87,-2.0,-2.0
61288,Factory,357,0.0,42,-48.0,-48.0
61289,Retail,358,0.0,8,-29.600000000000023,-29.600000000000023
61290,Wholesale,358,0.0,10,-76.0,-76.0
61291,Regional_Warehouse,358,0.0,72,-50.0,-50.0
61292,Factory,358,0.0,98,-134.0,-134.0
61293,Retail,359,0.0,79,-32.599999999999966,-32.599999999999966
61294,Wholesale,359,0.0,80,-62.0,-62.0
61295,Regional_Warehouse,359,0.0,26,-80.0,-80.0
61296,Factory,359,0.0,79,-20.0,-20.0
61297,Retail,360,0.0,69,-23.80000000000001,-23.80000000000001
61298,Wholesale,360,0.0,27,-38.0,-38.0
61299,Regional_Warehouse,360,0.0,43,-112.0,-112.0
61300,Factory,360,0.0,0,-198.0,-203.4
61301,Retail,361,0.0,92,-20.0,-20.0
61302,Wholesale,361,0.0,82,-124.0,-124.0
61303,Regional_Warehouse,361,0.0,12,-122.0,-122.0
61304,Factory,361,0.0,71,-174.0,-174.0
61305,Retail,362,0.0,35,-23.0,-23.0
61306,Wholesale,362,0.0,15,-96.0,-96.0
61307,Regional_Warehouse,362,0.0,31,-92.0,-92.0
61308,Factory,362,0.0,4,-104.0,-104.0
61309,Retail,363,0.0,38,-22.19999999999999,-22.19999999999999
61310,Wholesale,363,0.0,56,-132.0,-132.0
61311,Regional_Warehouse,363,0.0,93,-126.0,-126.0
61312,Factory,363,0.0,81,-132.0,-132.0
61313,Retail,364,0.0,76,-25.19999999999999,-25.19999999999999
61314,Wholesale,364,0.0,12,-126.0,-126.0
61315,Regional_Warehouse,364,0.0,81,-6.0,-6.0
61316,Factory,364,0.0,66,-138.0,-138.0
61317,Retail,365,0.0,25,-29.599999999999994,-29.599999999999994
61318,Wholesale,365,0.0,7,-120.0,-120.0
61319,Regional_Warehouse,365,0.0,79,-60.0,-60.0
61320,Factory,365,0.0,20,-150.0,-150.0
61321,Retail,1,0.0,19,-154.05923093202816,-154.05923093202816
61322,Wholesale,1,0.0,89,30921.548526838495,30921.548526838495
61323,Regional_Warehouse,1,0.0,73,33752.2030038235,33752.2030038235
61324,Factory,1,0.0,60,29424.68511342102,29424.68511342102
61325,Retail,2,0.0,91,-11.5,-11.5
61326,Wholesale,2,0.0,62,-130.0,-130.0
61327,Regional_Warehouse,2,0.0,70,-96.0,-96.0
61328,Factory,2,0.0,31,-126.0,-126.0
61329,Retail,3,0.0,0,-11.100000000000001,-22.440000000000005
61330,Wholesale,3,0.0,42,-14.0,-14.0
61331,Regional_Warehouse,3,0.0,93,0.0,0.0
61332,Factory,3,0.0,34,-126.0,-126.0
61333,Retail,4,0.0,77,-12.600000000000001,-12.600000000000001
61334,Wholesale,4,0.0,20,-16.0,-16.0
61335,Regional_Warehouse,4,0.0,14,-12.0,-12.0
61336,Factory,4,0.0,70,-136.0,-136.0
61337,Retail,5,0.0,63,-14.799999999999997,-14.799999999999997
61338,Wholesale,5,0.0,50,-12.0,-12.0
61339,Regional_Warehouse,5,0.0,69,-28.0,-28.0
61340,Factory,5,0.0,61,-86.0,-86.0
61341,Retail,6,0.0,70,-16.299999999999997,-16.299999999999997
61342,Wholesale,6,0.0,1,-10.0,-10.0
61343,Regional_Warehouse,6,0.0,80,-12.0,-12.0
61344,Factory,6,0.0,6,-162.0,-162.0
61345,Retail,7,0.0,92,-11.899999999999991,-11.899999999999991
61346,Wholesale,7,0.0,40,-186.0,-186.0
61347,Regional_Warehouse,7,0.0,50,-66.0,-66.0
61348,Factory,7,0.0,23,-178.0,-178.0
61349,Retail,8,0.0,62,-10.0,-10.0
61350,Wholesale,8,0.0,7,-94.0,-94.0
61351,Regional_Warehouse,8,0.0,8,-26.0,-26.0
61352,Factory,8,0.0,1,-52.0,-52.0
61353,Retail,9,0.0,97,-11.5,-11.5
61354,Wholesale,9,0.0,72,-66.0,-66.0
61355,Regional_Warehouse,9,0.0,60,-132.0,-132.0
61356,Factory,9,0.0,6,-114.0,-114.0
61357,Retail,10,0.0,27,-11.099999999999994,-11.099999999999994
61358,Wholesale,10,0.0,41,-102.0,-102.0
61359,Regional_Warehouse,10,0.0,72,-8.0,-8.0
61360,Factory,10,0.0,82,-170.0,-170.0
61361,Retail,11,0.0,50,-12.599999999999994,-12.599999999999994
61362,Wholesale,11,0.0,75,-198.0,-198.0
61363,Regional_Warehouse,11,0.0,5,-4.0,-4.0
61364,Factory,11,0.0,60,-150.0,-150.0
61365,Retail,12,0.0,53,-14.800000000000011,-14.800000000000011
61366,Wholesale,12,0.0,80,-54.0,-54.0
61367,Regional_Warehouse,12,0.0,6,-4.0,-4.0
61368,Factory,12,0.0,80,-182.0,-182.0
61369,Retail,13,0.0,5,-16.30000000000001,-16.30000000000001
61370,Wholesale,13,0.0,2,-96.0,-96.0
61371,Regional_Warehouse,13,0.0,49,-86.0,-86.0
61372,Factory,13,0.0,35,-192.0,-192.0
61373,Retail,14,0.0,70,-11.900000000000006,-11.900000000000006
61374,Wholesale,14,0.0,79,-184.0,-184.0
61375,Regional_Warehouse,14,0.0,20,-198.0,-198.0
61376,Factory,14,0.0,5,-8.0,-8.0
61377,Retail,15,0.0,84,-10.0,-10.0
61378,Wholesale,15,0.0,3,-90.0,-90.0
61379,Regional_Warehouse,15,0.0,82,-48.0,-48.0
61380,Factory,15,0.0,33,-162.0,-162.0
61381,Retail,16,0.0,33,-11.5,-11.5
61382,Wholesale,16,0.0,93,-194.0,-194.0
61383,Regional_Warehouse,16,0.0,85,-92.0,-92.0
61384,Factory,16,0.0,66,-128.0,-128.0
61385,Retail,17,0.0,67,-11.099999999999994,-11.099999999999994
61386,Wholesale,17,0.0,8,0.0,0.0
61387,Regional_Warehouse,17,0.0,45,-154.0,-154.0
61388,Factory,17,0.0,62,-188.0,-188.0
61389,Retail,18,0.0,15,-12.599999999999994,-12.599999999999994
61390,Wholesale,18,0.0,44,-88.0,-88.0
61391,Regional_Warehouse,18,0.0,45,-20.0,-20.0
61392,Factory,18,0.0,85,-36.0,-36.0
61393,Retail,19,0.0,21,-14.800000000000011,-14.800000000000011
61394,Wholesale,19,0.0,0,-54.0,-55.8
61395,Regional_Warehouse,19,0.0,61,-114.0,-114.0
61396,Factory,19,0.0,77,-34.0,-34.0
61397,Retail,20,0.0,79,-16.299999999999983,-16.299999999999983
61398,Wholesale,20,0.0,18,-198.0,-198.0
61399,Regional_Warehouse,20,0.0,10,-96.0,-96.0
61400,Factory,20,0.0,33,-180.0,-180.0
61401,Retail,21,0.0,62,-11.899999999999977,-11.899999999999977
61402,Wholesale,21,0.0,41,-148.0,-148.0
61403,Regional_Warehouse,21,0.0,59,-194.0,-194.0
61404,Factory,21,0.0,84,-84.0,-84.0
61405,Retail,22,0.0,88,-10.0,-10.0
61406,Wholesale,22,0.0,69,-126.0,-126.0
61407,Regional_Warehouse,22,0.0,12,-40.0,-40.0
