,agent,day,inventory,purchase,r_s_a,q_s_a
25992,Factory,293,0.0,78,-10.0,-10.0
25993,Retail,294,0.0,36,-14.800000000000011,-14.800000000000011
25994,Wholesale,294,0.0,3,-180.0,-180.0
25995,Regional_Warehouse,294,0.0,6,-110.0,-110.0
25996,Factory,294,0.0,89,-188.0,-188.0
25997,Retail,295,0.0,77,-16.299999999999983,-16.299999999999983
25998,Wholesale,295,0.0,97,-148.0,-148.0
25999,Regional_Warehouse,295,0.0,7,-148.0,-148.0
26000,Factory,295,0.0,34,-100.0,-100.0
26001,Retail,296,0.0,6,-11.900000000000006,-11.900000000000006
26002,Wholesale,296,0.0,36,-136.0,-136.0
26003,Regional_Warehouse,296,0.0,32,-182.0,-182.0
26004,Factory,296,0.0,94,-172.0,-172.0
26005,Retail,297,0.0,65,-10.0,-10.0
26006,Wholesale,297,0.0,54,-152.0,-152.0
26007,Regional_Warehouse,297,0.0,12,-186.0,-186.0
26008,Factory,297,0.0,49,-44.0,-44.0
26009,Retail,298,0.0,76,-11.5,-11.5
26010,Wholesale,298,0.0,98,-30.0,-30.0
26011,Regional_Warehouse,298,0.0,33,-78.0,-78.0
26012,Factory,298,0.0,76,-116.0,-116.0
26013,Retail,299,0.0,66,-11.099999999999994,-11.099999999999994
26014,Wholesale,299,0.0,59,-86.0,-86.0
26015,Regional_Warehouse,299,0.0,47,-172.0,-172.0
26016,Factory,299,0.0,88,-62.0,-62.0
26017,Retail,300,0.0,58,-12.599999999999994,-12.599999999999994
26018,Wholesale,300,0.0,55,-50.0,-50.0
26019,Regional_Warehouse,300,0.0,14,-46.0,-46.0
26020,Factory,300,0.0,94,-46.0,-46.0
26021,Retail,301,0.0,41,-14.800000000000011,-14.800000000000011
26022,Wholesale,301,0.0,16,-182.0,-182.0
26023,Regional_Warehouse,301,0.0,92,-174.0,-174.0
26024,Factory,301,0.0,98,-32.0,-32.0
26025,Retail,302,0.0,37,-16.299999999999983,-16.299999999999983
26026,Wholesale,302,0.0,86,-24.0,-24.0
26027,Regional_Warehouse,302,0.0,67,-180.0,-180.0
26028,Factory,302,0.0,63,-144.0,-144.0
26029,Retail,303,0.0,6,-11.900000000000006,-11.900000000000006
26030,Wholesale,303,0.0,39,-128.0,-128.0
26031,Regional_Warehouse,303,0.0,81,-2.0,-2.0
26032,Factory,303,0.0,1,-78.0,-78.0
26033,Retail,304,0.0,54,-10.0,-10.0
26034,Wholesale,304,0.0,20,-64.0,-64.0
26035,Regional_Warehouse,304,0.0,60,-66.0,-66.0
26036,Factory,304,0.0,2,-150.0,-150.0
26037,Retail,305,0.0,3,-10.0,-10.0
26038,Wholesale,305,0.0,96,-42.0,-42.0
26039,Regional_Warehouse,305,0.0,59,-32.0,-32.0
26040,Factory,305,0.0,12,-116.0,-116.0
26041,Retail,306,0.0,36,-11.5,-11.5
26042,Wholesale,306,0.0,7,-186.0,-186.0
26043,Regional_Warehouse,306,0.0,41,-178.0,-178.0
26044,Factory,306,0.0,64,-144.0,-144.0
26045,Retail,307,0.0,94,-11.099999999999994,-11.099999999999994
26046,Wholesale,307,0.0,80,-110.0,-110.0
26047,Regional_Warehouse,307,0.0,65,-180.0,-180.0
26048,Factory,307,0.0,84,-166.0,-166.0
26049,Retail,308,0.0,0,-12.600000000000001,-25.91999999999996
26050,Wholesale,308,0.0,19,-102.0,-102.0
26051,Regional_Warehouse,308,0.0,9,-116.0,-116.0
26052,Factory,308,0.0,86,-120.0,-120.0
26053,Retail,309,0.0,23,-14.800000000000004,-14.800000000000004
26054,Wholesale,309,0.0,53,-174.0,-174.0
26055,Regional_Warehouse,309,0.0,37,-170.0,-170.0
26056,Factory,309,0.0,97,-100.0,-100.0
26057,Retail,310,0.0,80,-16.299999999999997,-16.299999999999997
26058,Wholesale,310,0.0,52,-26.0,-26.0
26059,Regional_Warehouse,310,0.0,85,-34.0,-34.0
26060,Factory,310,0.0,82,-54.0,-54.0
26061,Retail,311,0.0,75,-11.899999999999999,-11.899999999999999
26062,Wholesale,311,0.0,93,-180.0,-180.0
26063,Regional_Warehouse,311,0.0,84,-94.0,-94.0
26064,Factory,311,0.0,57,-74.0,-74.0
26065,Retail,312,0.0,7,-10.0,-10.0
26066,Wholesale,312,0.0,87,-24.0,-24.0
26067,Regional_Warehouse,312,0.0,7,-78.0,-78.0
26068,Factory,312,0.0,34,-138.0,-138.0
26069,Retail,313,0.0,55,-11.5,-11.5
26070,Wholesale,313,0.0,78,-110.0,-110.0
26071,Regional_Warehouse,313,0.0,31,-144.0,-144.0
26072,Factory,313,0.0,93,-158.0,-158.0
26073,Retail,314,0.0,26,-11.100000000000001,-11.100000000000001
26074,Wholesale,314,0.0,62,-92.0,-92.0
26075,Regional_Warehouse,314,0.0,22,-124.0,-124.0
26076,Factory,314,0.0,11,-174.0,-174.0
26077,Retail,315,0.0,35,-12.600000000000001,-12.600000000000001
26078,Wholesale,315,0.0,28,-182.0,-182.0
26079,Regional_Warehouse,315,0.0,16,-118.0,-118.0
26080,Factory,315,0.0,67,-178.0,-178.0
26081,Retail,316,0.0,12,-14.800000000000004,-14.800000000000004
26082,Wholesale,316,0.0,57,-52.0,-52.0
26083,Regional_Warehouse,316,0.0,37,-90.0,-90.0
26084,Factory,316,0.0,90,-60.0,-60.0
26085,Retail,317,0.0,60,-16.299999999999997,-16.299999999999997
26086,Wholesale,317,0.0,75,-190.0,-190.0
26087,Regional_Warehouse,317,0.0,36,-74.0,-74.0
26088,Factory,317,0.0,22,-190.0,-190.0
26089,Retail,318,0.0,48,-11.900000000000006,-11.900000000000006
26090,Wholesale,318,0.0,26,-122.0,-122.0
26091,Regional_Warehouse,318,0.0,83,-104.0,-104.0
26092,Factory,318,0.0,13,-28.0,-28.0
26093,Retail,319,0.0,14,-10.0,-10.0
26094,Wholesale,319,0.0,22,-106.0,-106.0
26095,Regional_Warehouse,319,0.0,13,-96.0,-96.0
26096,Factory,319,0.0,9,-186.0,-186.0
26097,Retail,320,0.0,43,-11.5,-11.5
26098,Wholesale,320,0.0,8,-108.0,-108.0
26099,Regional_Warehouse,320,0.0,15,-56.0,-56.0
26100,Factory,320,0.0,55,-14.0,-14.0
26101,Retail,321,0.0,40,-11.099999999999994,-11.099999999999994
26102,Wholesale,321,0.0,38,-98.0,-98.0
26103,Regional_Warehouse,321,0.0,91,0.0,0.0
26104,Factory,321,0.0,99,-26.0,-26.0
26105,Retail,322,0.0,83,-12.599999999999994,-12.599999999999994
26106,Wholesale,322,0.0,18,-78.0,-78.0
26107,Regional_Warehouse,322,0.0,0,-68.0,-68.0
26108,Factory,322,0.0,41,-108.0,-108.0
26109,Retail,323,0.0,13,-14.800000000000011,-14.800000000000011
26110,Wholesale,323,0.0,81,-188.0,-188.0
26111,Regional_Warehouse,323,0.0,89,-82.0,-82.0
26112,Factory,323,0.0,87,-54.0,-54.0
26113,Retail,324,0.0,73,-16.30000000000001,-16.30000000000001
26114,Wholesale,324,0.0,86,-84.0,-84.0
26115,Regional_Warehouse,324,0.0,18,-78.0,-78.0
26116,Factory,324,0.0,25,-64.0,-64.0
26117,Retail,325,0.0,45,-11.900000000000006,-11.900000000000006
26118,Wholesale,325,0.0,96,-82.0,-82.0
26119,Regional_Warehouse,325,0.0,57,-110.0,-110.0
26120,Factory,325,0.0,55,-34.0,-34.0
26121,Retail,326,0.0,65,-10.0,-10.0
26122,Wholesale,326,0.0,91,-42.0,-42.0
26123,Regional_Warehouse,326,0.0,88,-160.0,-160.0
26124,Factory,326,0.0,98,-162.0,-162.0
26125,Retail,327,0.0,17,-11.5,-11.5
26126,Wholesale,327,0.0,8,-56.0,-56.0
26127,Regional_Warehouse,327,0.0,70,-2.0,-2.0
26128,Factory,327,0.0,94,-136.0,-136.0
26129,Retail,328,0.0,7,-11.099999999999994,-11.099999999999994
26130,Wholesale,328,0.0,59,-150.0,-150.0
26131,Regional_Warehouse,328,0.0,58,-180.0,-180.0
26132,Factory,328,0.0,81,-168.0,-168.0
26133,Retail,329,0.0,37,-12.599999999999994,-12.599999999999994
26134,Wholesale,329,0.0,95,-166.0,-166.0
26135,Regional_Warehouse,329,0.0,84,-88.0,-88.0
26136,Factory,329,0.0,73,-140.0,-140.0
26137,Retail,330,0.0,8,-14.800000000000011,-14.800000000000011
26138,Wholesale,330,0.0,59,-54.0,-54.0
26139,Regional_Warehouse,330,0.0,42,-96.0,-96.0
26140,Factory,330,0.0,20,-68.0,-68.0
26141,Retail,331,0.0,24,-16.299999999999983,-16.299999999999983
26142,Wholesale,331,0.0,15,-68.0,-68.0
26143,Regional_Warehouse,331,0.0,89,-90.0,-90.0
26144,Factory,331,0.0,19,-22.0,-22.0
26145,Retail,332,0.0,9,-11.900000000000006,-11.900000000000006
26146,Wholesale,332,0.0,65,-124.0,-124.0
26147,Regional_Warehouse,332,0.0,58,-64.0,-64.0
26148,Factory,332,0.0,82,-142.0,-142.0
26149,Retail,333,0.0,4,-10.0,-10.0
26150,Wholesale,333,0.0,0,-144.0,-153.0
26151,Regional_Warehouse,333,0.0,72,-160.0,-160.0
26152,Factory,333,0.0,44,-72.0,-72.0
26153,Retail,334,0.0,15,-11.500000000000028,-11.500000000000028
26154,Wholesale,334,0.0,6,-162.0,-162.0
26155,Regional_Warehouse,334,0.0,96,-18.0,-18.0
26156,Factory,334,0.0,12,-144.0,-144.0
26157,Retail,335,0.0,44,-11.100000000000023,-11.100000000000023
26158,Wholesale,335,0.0,58,-198.0,-198.0
26159,Regional_Warehouse,335,0.0,44,-138.0,-138.0
26160,Factory,335,0.0,60,-154.0,-154.0
26161,Retail,336,0.0,49,-12.600000000000023,-12.600000000000023
26162,Wholesale,336,0.0,32,-180.0,-180.0
26163,Regional_Warehouse,336,0.0,1,-166.0,-166.0
26164,Factory,336,0.0,10,-60.0,-60.0
26165,Retail,337,0.0,94,-14.800000000000011,-14.800000000000011
26166,Wholesale,337,0.0,37,-2.0,-2.0
26167,Regional_Warehouse,337,0.0,46,-40.0,-40.0
26168,Factory,337,0.0,38,-110.0,-110.0
26169,Retail,338,0.0,75,-16.30000000000001,-16.30000000000001
26170,Wholesale,338,0.0,25,-82.0,-82.0
26171,Regional_Warehouse,338,0.0,40,-102.0,-102.0
26172,Factory,338,0.0,21,-172.0,-172.0
26173,Retail,339,0.0,18,-11.899999999999977,-11.899999999999977
26174,Wholesale,339,0.0,25,-92.0,-92.0
26175,Regional_Warehouse,339,0.0,14,-128.0,-128.0
26176,Factory,339,0.0,50,-56.0,-56.0
26177,Retail,340,0.0,15,-10.0,-10.0
26178,Wholesale,340,0.0,47,-82.0,-82.0
26179,Regional_Warehouse,340,0.0,70,-158.0,-158.0
26180,Factory,340,0.0,39,-160.0,-160.0
26181,Retail,341,0.0,37,-11.5,-11.5
26182,Wholesale,341,0.0,66,-190.0,-190.0
26183,Regional_Warehouse,341,0.0,72,-196.0,-196.0
26184,Factory,341,0.0,68,-34.0,-34.0
26185,Retail,342,0.0,24,-11.100000000000023,-11.100000000000023
26186,Wholesale,342,0.0,94,-154.0,-154.0
26187,Regional_Warehouse,342,0.0,37,-100.0,-100.0
26188,Factory,342,0.0,44,-36.0,-36.0
26189,Retail,343,0.0,84,-12.600000000000023,-12.600000000000023
26190,Wholesale,343,0.0,8,-146.0,-146.0
26191,Regional_Warehouse,343,0.0,42,-88.0,-88.0
26192,Factory,343,0.0,0,-16.0,-25.0
26193,Retail,344,0.0,5,-14.800000000000011,-14.800000000000011
26194,Wholesale,344,0.0,75,-110.0,-110.0
26195,Regional_Warehouse,344,0.0,54,-84.0,-84.0
26196,Factory,344,0.0,24,0.0,0.0
26197,Retail,345,0.0,9,-16.30000000000001,-16.30000000000001
26198,Wholesale,345,0.0,99,-188.0,-188.0
26199,Regional_Warehouse,345,0.0,29,-196.0,-196.0
26200,Factory,345,0.0,34,-56.0,-56.0
26201,Retail,346,0.0,15,-11.899999999999977,-11.899999999999977
26202,Wholesale,346,0.0,44,-152.0,-152.0
26203,Regional_Warehouse,346,0.0,82,-152.0,-152.0
26204,Factory,346,0.0,25,-130.0,-130.0
26205,Retail,347,0.0,38,-10.0,-10.0
26206,Wholesale,347,0.0,67,-82.0,-82.0
26207,Regional_Warehouse,347,0.0,84,-196.0,-196.0
26208,Factory,347,0.0,28,-100.0,-100.0
26209,Retail,348,0.0,6,-11.5,-11.5
26210,Wholesale,348,0.0,76,-120.0,-120.0
26211,Regional_Warehouse,348,0.0,34,-168.0,-168.0
26212,Factory,348,0.0,84,-178.0,-178.0
26213,Retail,349,0.0,55,-11.100000000000023,-11.100000000000023
26214,Wholesale,349,0.0,37,-50.0,-50.0
26215,Regional_Warehouse,349,0.0,30,-84.0,-84.0
26216,Factory,349,0.0,1,-136.0,-136.0
26217,Retail,350,0.0,57,-12.600000000000023,-12.600000000000023
26218,Wholesale,350,0.0,88,-140.0,-140.0
26219,Regional_Warehouse,350,0.0,2,-56.0,-56.0
26220,Factory,350,0.0,78,-20.0,-20.0
26221,Retail,351,0.0,57,-14.800000000000011,-14.800000000000011
26222,Wholesale,351,0.0,79,-156.0,-156.0
26223,Regional_Warehouse,351,0.0,46,-116.0,-116.0
26224,Factory,351,0.0,70,-18.0,-18.0
26225,Retail,352,0.0,10,-32.599999999999966,-32.599999999999966
26226,Wholesale,352,0.0,25,-180.0,-180.0
26227,Regional_Warehouse,352,0.0,92,-176.0,-176.0
26228,Factory,352,0.0,15,-138.0,-138.0
26229,Retail,353,0.0,39,-23.799999999999955,-23.799999999999955
26230,Wholesale,353,0.0,28,-108.0,-108.0
26231,Regional_Warehouse,353,0.0,14,-54.0,-54.0
26232,Factory,353,0.0,63,-52.0,-52.0
26233,Retail,354,0.0,35,-20.0,-20.0
26234,Wholesale,354,0.0,1,-68.0,-68.0
26235,Regional_Warehouse,354,0.0,86,-46.0,-46.0
26236,Factory,354,0.0,6,-196.0,-196.0
26237,Retail,355,0.0,13,-23.0,-23.0
26238,Wholesale,355,0.0,5,-4.0,-4.0
26239,Regional_Warehouse,355,0.0,18,-80.0,-80.0
26240,Factory,355,0.0,71,-10.0,-10.0
26241,Retail,356,0.0,45,-22.200000000000045,-22.200000000000045
26242,Wholesale,356,0.0,42,-4.0,-4.0
26243,Regional_Warehouse,356,0.0,69,-152.0,-152.0
26244,Factory,356,0.0,97,-74.0,-74.0
26245,Retail,357,0.0,44,-25.200000000000045,-25.200000000000045
26246,Wholesale,357,0.0,50,-54.0,-54.0
26247,Regional_Warehouse,357,0.0,39,0.0,0.0
26248,Factory,357,0.0,90,-38.0,-38.0
26249,Retail,358,0.0,84,-29.600000000000023,-29.600000000000023
26250,Wholesale,358,0.0,7,-116.0,-116.0
26251,Regional_Warehouse,358,0.0,90,-196.0,-196.0
26252,Factory,358,0.0,83,-66.0,-66.0
26253,Retail,359,0.0,21,-32.60000000000002,-32.60000000000002
26254,Wholesale,359,0.0,21,-130.0,-130.0
26255,Regional_Warehouse,359,0.0,60,-26.0,-26.0
26256,Factory,359,0.0,31,-108.0,-108.0
26257,Retail,360,0.0,69,-23.799999999999955,-23.799999999999955
26258,Wholesale,360,0.0,68,-74.0,-74.0
26259,Regional_Warehouse,360,0.0,99,-68.0,-68.0
26260,Factory,360,0.0,55,-178.0,-178.0
26261,Retail,361,0.0,64,-20.0,-20.0
26262,Wholesale,361,0.0,8,-146.0,-146.0
26263,Regional_Warehouse,361,0.0,56,-194.0,-194.0
26264,Factory,361,0.0,84,-14.0,-14.0
26265,Retail,362,0.0,89,-23.0,-23.0
26266,Wholesale,362,0.0,39,-180.0,-180.0
26267,Regional_Warehouse,362,0.0,87,-2.0,-2.0
26268,Factory,362,0.0,93,-190.0,-190.0
26269,Retail,363,0.0,2,-22.200000000000045,-22.200000000000045
26270,Wholesale,363,0.0,82,-78.0,-78.0
26271,Regional_Warehouse,363,0.0,52,-78.0,-78.0
26272,Factory,363,0.0,20,-56.0,-56.0
26273,Retail,364,0.0,30,-25.200000000000045,-25.200000000000045
26274,Wholesale,364,0.0,24,-36.0,-36.0
26275,Regional_Warehouse,364,0.0,17,-100.0,-100.0
26276,Factory,364,0.0,91,-184.0,-184.0
26277,Retail,365,0.0,1,-29.600000000000023,-29.600000000000023
26278,Wholesale,365,0.0,65,-192.0,-192.0
26279,Regional_Warehouse,365,0.0,55,-190.0,-190.0
26280,Factory,365,0.0,11,-122.0,-122.0
26281,Retail,1,0.0,15,814.2614258316947,814.2614258316947
26282,Wholesale,1,0.0,49,33817.469991832535,33817.469991832535
26283,Regional_Warehouse,1,0.0,64,32756.520296799972,32756.520296799972
26284,Factory,1,0.0,72,32630.02477130076,32630.02477130076
26285,Retail,2,0.0,65,-11.5,-11.5
26286,Wholesale,2,0.0,83,-54.0,-54.0
26287,Regional_Warehouse,2,0.0,27,-40.0,-40.0
26288,Factory,2,0.0,89,-170.0,-170.0
26289,Retail,3,0.0,8,-11.100000000000001,-11.100000000000001
26290,Wholesale,3,0.0,81,-116.0,-116.0
26291,Regional_Warehouse,3,0.0,21,-86.0,-86.0
26292,Factory,3,0.0,29,-60.0,-60.0
26293,Retail,4,0.0,99,-12.600000000000001,-12.600000000000001
26294,Wholesale,4,0.0,1,-10.0,-10.0
26295,Regional_Warehouse,4,0.0,62,-36.0,-36.0
26296,Factory,4,0.0,54,-52.0,-52.0
26297,Retail,5,0.0,41,-14.799999999999997,-14.799999999999997
26298,Wholesale,5,0.0,95,-44.0,-44.0
26299,Regional_Warehouse,5,0.0,47,-172.0,-172.0
26300,Factory,5,0.0,35,-102.0,-102.0
26301,Retail,6,0.0,23,-16.299999999999997,-16.299999999999997
26302,Wholesale,6,0.0,8,-62.0,-62.0
26303,Regional_Warehouse,6,0.0,59,-194.0,-194.0
26304,Factory,6,0.0,93,-122.0,-122.0
26305,Retail,7,0.0,17,-11.899999999999991,-11.899999999999991
26306,Wholesale,7,0.0,89,-94.0,-94.0
26307,Regional_Warehouse,7,0.0,65,-120.0,-120.0
26308,Factory,7,0.0,46,-38.0,-38.0
26309,Retail,8,0.0,18,-10.0,-10.0
26310,Wholesale,8,0.0,0,-10.0,-42.4
26311,Regional_Warehouse,8,0.0,77,-174.0,-174.0
26312,Factory,8,0.0,38,-6.0,-6.0
26313,Retail,9,0.0,34,-11.5,-11.5
26314,Wholesale,9,0.0,7,-148.0,-148.0
26315,Regional_Warehouse,9,0.0,46,-118.0,-118.0
26316,Factory,9,0.0,21,-164.0,-164.0
26317,Retail,10,0.0,15,-11.099999999999994,-11.099999999999994
26318,Wholesale,10,0.0,23,-178.0,-178.0
26319,Regional_Warehouse,10,0.0,42,-160.0,-160.0
26320,Factory,10,0.0,97,-114.0,-114.0
26321,Retail,11,0.0,50,-12.599999999999994,-12.599999999999994
26322,Wholesale,11,0.0,92,-56.0,-56.0
26323,Regional_Warehouse,11,0.0,25,-184.0,-184.0
26324,Factory,11,0.0,99,-74.0,-74.0
26325,Retail,12,0.0,41,-14.800000000000011,-14.800000000000011
26326,Wholesale,12,0.0,40,-118.0,-118.0
26327,Regional_Warehouse,12,0.0,62,-52.0,-52.0
26328,Factory,12,0.0,33,-46.0,-46.0
26329,Retail,13,0.0,19,-16.30000000000001,-16.30000000000001
26330,Wholesale,13,0.0,33,-126.0,-126.0
26331,Regional_Warehouse,13,0.0,75,-74.0,-74.0
26332,Factory,13,0.0,58,-56.0,-56.0
26333,Retail,14,0.0,27,-11.900000000000006,-11.900000000000006
26334,Wholesale,14,0.0,29,-176.0,-176.0
26335,Regional_Warehouse,14,0.0,53,-172.0,-172.0
26336,Factory,14,0.0,12,-72.0,-72.0
26337,Retail,15,0.0,63,-10.0,-10.0
26338,Wholesale,15,0.0,80,-62.0,-62.0
26339,Regional_Warehouse,15,0.0,65,-108.0,-108.0
26340,Factory,15,0.0,65,-34.0,-34.0
26341,Retail,16,0.0,16,-11.5,-11.5
26342,Wholesale,16,0.0,56,-126.0,-126.0
26343,Regional_Warehouse,16,0.0,61,-106.0,-106.0
26344,Factory,16,0.0,41,-46.0,-46.0
26345,Retail,17,0.0,91,-11.099999999999994,-11.099999999999994
26346,Wholesale,17,0.0,71,-98.0,-98.0
26347,Regional_Warehouse,17,0.0,11,-56.0,-56.0
26348,Factory,17,0.0,86,-138.0,-138.0
26349,Retail,18,0.0,80,-12.599999999999994,-12.599999999999994
26350,Wholesale,18,0.0,80,-42.0,-42.0
26351,Regional_Warehouse,18,0.0,12,-182.0,-182.0
26352,Factory,18,0.0,62,-78.0,-78.0
26353,Retail,19,0.0,11,-14.800000000000011,-14.800000000000011
26354,Wholesale,19,0.0,89,-192.0,-192.0
26355,Regional_Warehouse,19,0.0,58,-78.0,-78.0
26356,Factory,19,0.0,88,-62.0,-62.0
26357,Retail,20,0.0,68,-16.299999999999983,-16.299999999999983
26358,Wholesale,20,0.0,19,-72.0,-72.0
26359,Regional_Warehouse,20,0.0,65,-88.0,-88.0
26360,Factory,20,0.0,63,-104.0,-104.0
26361,Retail,21,0.0,43,-11.899999999999977,-11.899999999999977
26362,Wholesale,21,0.0,36,-76.0,-76.0
26363,Regional_Warehouse,21,0.0,63,-4.0,-4.0
26364,Factory,21,0.0,6,-2.0,-2.0
26365,Retail,22,0.0,50,-10.0,-10.0
26366,Wholesale,22,0.0,5,-80.0,-80.0
26367,Regional_Warehouse,22,0.0,64,-172.0,-172.0
26368,Factory,22,0.0,57,-2.0,-2.0
26369,Retail,23,0.0,38,-11.5,-11.5
26370,Wholesale,23,0.0,25,-62.0,-62.0
26371,Regional_Warehouse,23,0.0,31,-68.0,-68.0
26372,Factory,23,0.0,34,-176.0,-176.0
26373,Retail,24,0.0,59,-11.100000000000023,-11.100000000000023
26374,Wholesale,24,0.0,7,-58.0,-58.0
26375,Regional_Warehouse,24,0.0,17,-8.0,-8.0
26376,Factory,24,0.0,61,0.0,0.0
26377,Retail,25,0.0,22,-12.600000000000023,-12.600000000000023
26378,Wholesale,25,0.0,9,-170.0,-170.0
26379,Regional_Warehouse,25,0.0,39,-132.0,-132.0
26380,Factory,25,0.0,75,-178.0,-178.0
26381,Retail,26,0.0,41,-14.800000000000011,-14.800000000000011
26382,Wholesale,26,0.0,10,-170.0,-170.0
26383,Regional_Warehouse,26,0.0,61,-42.0,-42.0
26384,Factory,26,0.0,27,-80.0,-80.0
26385,Retail,27,0.0,24,-16.30000000000001,-16.30000000000001
26386,Wholesale,27,0.0,25,-48.0,-48.0
26387,Regional_Warehouse,27,0.0,6,-120.0,-120.0
26388,Factory,27,0.0,39,-66.0,-66.0
26389,Retail,28,0.0,45,-11.899999999999977,-11.899999999999977
26390,Wholesale,28,0.0,83,-106.0,-106.0
26391,Regional_Warehouse,28,0.0,62,-52.0,-52.0
26392,Factory,28,0.0,76,-196.0,-196.0
26393,Retail,29,0.0,44,-10.0,-10.0
26394,Wholesale,29,0.0,93,0.0,0.0
26395,Regional_Warehouse,29,0.0,39,-146.0,-146.0
26396,Factory,29,0.0,18,-192.0,-192.0
26397,Retail,30,0.0,44,-11.5,-11.5
26398,Wholesale,30,0.0,60,-110.0,-110.0
26399,Regional_Warehouse,30,0.0,52,-56.0,-56.0
26400,Factory,30,0.0,37,-24.0,-24.0
26401,Retail,31,0.0,93,-11.100000000000023,-11.100000000000023
26402,Wholesale,31,0.0,84,-172.0,-172.0
26403,Regional_Warehouse,31,0.0,17,-106.0,-106.0
26404,Factory,31,0.0,87,-38.0,-38.0
26405,Retail,32,0.0,12,-12.600000000000023,-12.600000000000023
26406,Wholesale,32,0.0,16,-40.0,-40.0
26407,Regional_Warehouse,32,0.0,53,-40.0,-40.0
26408,Factory,32,0.0,35,-54.0,-54.0
26409,Retail,33,0.0,92,-14.800000000000011,-14.800000000000011
26410,Wholesale,33,0.0,10,-68.0,-68.0
26411,Regional_Warehouse,33,0.0,23,-172.0,-172.0
26412,Factory,33,0.0,60,-116.0,-116.0
26413,Retail,34,0.0,53,-16.30000000000001,-16.30000000000001
26414,Wholesale,34,0.0,87,-162.0,-162.0
26415,Regional_Warehouse,34,0.0,24,-138.0,-138.0
26416,Factory,34,0.0,94,-46.0,-46.0
26417,Retail,35,0.0,29,-11.899999999999977,-11.899999999999977
26418,Wholesale,35,0.0,49,-38.0,-38.0
26419,Regional_Warehouse,35,0.0,56,-18.0,-18.0
26420,Factory,35,0.0,72,-156.0,-156.0
26421,Retail,36,0.0,2,-10.0,-10.0
26422,Wholesale,36,0.0,16,-138.0,-138.0
26423,Regional_Warehouse,36,0.0,96,0.0,0.0
26424,Factory,36,0.0,18,-58.0,-58.0
26425,Retail,37,0.0,61,-11.5,-11.5
26426,Wholesale,37,0.0,2,-38.0,-38.0
26427,Regional_Warehouse,37,0.0,63,-100.0,-100.0
26428,Factory,37,0.0,96,-84.0,-84.0
26429,Retail,38,0.0,27,-11.100000000000023,-11.100000000000023
26430,Wholesale,38,0.0,37,-102.0,-102.0
26431,Regional_Warehouse,38,0.0,73,-152.0,-152.0
26432,Factory,38,0.0,48,-80.0,-80.0
26433,Retail,39,0.0,86,-12.600000000000023,-12.600000000000023
26434,Wholesale,39,0.0,39,-90.0,-90.0
26435,Regional_Warehouse,39,0.0,31,-176.0,-176.0
26436,Factory,39,0.0,14,-102.0,-102.0
26437,Retail,40,0.0,72,-14.800000000000011,-14.800000000000011
26438,Wholesale,40,0.0,49,-96.0,-96.0
26439,Regional_Warehouse,40,0.0,41,-48.0,-48.0
26440,Factory,40,0.0,79,-48.0,-48.0
26441,Retail,41,0.0,77,-16.299999999999955,-16.299999999999955
26442,Wholesale,41,0.0,91,-170.0,-170.0
26443,Regional_Warehouse,41,0.0,54,-122.0,-122.0
26444,Factory,41,0.0,99,-190.0,-190.0
26445,Retail,42,0.0,85,-11.899999999999977,-11.899999999999977
26446,Wholesale,42,0.0,69,-174.0,-174.0
26447,Regional_Warehouse,42,0.0,60,-130.0,-130.0
26448,Factory,42,0.0,77,0.0,0.0
26449,Retail,43,0.0,98,-10.0,-10.0
26450,Wholesale,43,0.0,13,-178.0,-178.0
26451,Regional_Warehouse,43,0.0,43,-64.0,-64.0
26452,Factory,43,0.0,90,-198.0,-198.0
26453,Retail,44,0.0,15,-11.5,-11.5
26454,Wholesale,44,0.0,77,-124.0,-124.0
26455,Regional_Warehouse,44,0.0,76,-124.0,-124.0
26456,Factory,44,0.0,87,-196.0,-196.0
26457,Retail,45,0.0,20,-11.100000000000023,-11.100000000000023
26458,Wholesale,45,0.0,74,-84.0,-84.0
26459,Regional_Warehouse,45,0.0,6,-28.0,-28.0
26460,Factory,45,0.0,80,-96.0,-96.0
26461,Retail,46,0.0,53,-12.600000000000023,-12.600000000000023
26462,Wholesale,46,0.0,75,-156.0,-156.0
26463,Regional_Warehouse,46,0.0,66,-130.0,-130.0
26464,Factory,46,0.0,23,-100.0,-100.0
26465,Retail,47,0.0,42,-14.799999999999955,-14.799999999999955
